trial,question_index,question_text,answer_index,answer_text,pp
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P03
6,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P03
6,9,9. I would use this response as my own.,5,,P03
7,1,1. I am in control of what my avatar says,5,,P03
7,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P03
7,3,3. My avatar's speech just happen without my intention,3,,P03
7,4,4. I am the author of my avatar's speech,7,,P03
7,5,5. Things my avatar says are subject only to my free will,4,,P03
7,6,6. Nothing my avatar says is actually voluntary,1,,P03
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P03
7,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P03
7,9,9. I would use this response as my own.,7,,P03
8,1,1. I am in control of what my avatar says,3,,P03
8,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P03
8,3,3. My avatar's speech just happen without my intention,4,,P03
8,4,4. I am the author of my avatar's speech,5,,P03
8,5,5. Things my avatar says are subject only to my free will,3,,P03
8,6,6. Nothing my avatar says is actually voluntary,1,,P03
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P03
8,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P03
8,9,9. I would use this response as my own.,4,,P03
9,1,1. I am in control of what my avatar says,3,,P03
9,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P03
9,3,3. My avatar's speech just happen without my intention,5,,P03
9,4,4. I am the author of my avatar's speech,7,,P03
9,5,5. Things my avatar says are subject only to my free will,4,,P03
9,6,6. Nothing my avatar says is actually voluntary,1,,P03
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P03
9,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P03
9,9,9. I would use this response as my own.,4,,P03
10,1,1. I am in control of what my avatar says,3,,P03
10,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P03
10,3,3. My avatar's speech just happen without my intention,3,,P03
10,4,4. I am the author of my avatar's speech,7,,P03
10,5,5. Things my avatar says are subject only to my free will,5,,P03
10,6,6. Nothing my avatar says is actually voluntary,1,,P03
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P03
10,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P03
10,9,9. I would use this response as my own.,6,,P03
11,1,1. I am in control of what my avatar says,1,,P03
11,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P03
11,3,3. My avatar's speech just happen without my intention,5,,P03
11,4,4. I am the author of my avatar's speech,4,,P03
11,5,5. Things my avatar says are subject only to my free will,3,,P03
11,6,6. Nothing my avatar says is actually voluntary,1,,P03
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P03
11,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P03
11,9,9. I would use this response as my own.,2,,P03
12,1,1. I am in control of what my avatar says,4,,P03
12,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P03
12,3,3. My avatar's speech just happen without my intention,3,,P03
12,4,4. I am the author of my avatar's speech,7,,P03
12,5,5. Things my avatar says are subject only to my free will,3,,P03
12,6,6. Nothing my avatar says is actually voluntary,1,,P03
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P03
12,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P03
12,9,9. I would use this response as my own.,7,,P03
1,1,1. I am in control of what my avatar says,3,,P04
1,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P04
1,3,3. My avatar's speech just happen without my intention,3,,P04
1,4,4. I am the author of my avatar's speech,1,,P04
1,5,5. Things my avatar says are subject only to my free will,4,,P04
1,6,6. Nothing my avatar says is actually voluntary,3,,P04
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P04
1,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P04
1,9,9. I would use this response as my own.,6,,P04
2,1,1. I am in control of what my avatar says,2,,P04
2,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P04
2,3,3. My avatar's speech just happen without my intention,4,,P04
2,4,4. I am the author of my avatar's speech,1,,P04
2,5,5. Things my avatar says are subject only to my free will,3,,P04
2,6,6. Nothing my avatar says is actually voluntary,3,,P04
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P04
2,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P04
2,9,9. I would use this response as my own.,1,,P04
3,1,1. I am in control of what my avatar says,3,,P04
3,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P04
3,3,3. My avatar's speech just happen without my intention,3,,P04
3,4,4. I am the author of my avatar's speech,1,,P04
3,5,5. Things my avatar says are subject only to my free will,5,,P04
3,6,6. Nothing my avatar says is actually voluntary,2,,P04
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P04
3,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P04
3,9,9. I would use this response as my own.,3,,P04
4,1,1. I am in control of what my avatar says,5,,P04
4,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P04
4,3,3. My avatar's speech just happen without my intention,4,,P04
4,4,4. I am the author of my avatar's speech,2,,P04
4,5,5. Things my avatar says are subject only to my free will,4,,P04
4,6,6. Nothing my avatar says is actually voluntary,3,,P04
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P04
4,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P04
4,9,9. I would use this response as my own.,5,,P04
5,1,1. I am in control of what my avatar says,3,,P04
5,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P04
5,3,3. My avatar's speech just happen without my intention,3,,P04
5,4,4. I am the author of my avatar's speech,1,,P04
5,5,5. Things my avatar says are subject only to my free will,4,,P04
5,6,6. Nothing my avatar says is actually voluntary,1,,P04
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P04
5,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P04
5,9,9. I would use this response as my own.,7,,P04
6,1,1. I am in control of what my avatar says,1,,P04
6,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P04
6,3,3. My avatar's speech just happen without my intention,6,,P04
6,4,4. I am the author of my avatar's speech,1,,P04
6,5,5. Things my avatar says are subject only to my free will,3,,P04
6,6,6. Nothing my avatar says is actually voluntary,5,,P04
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P04
6,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P04
6,9,9. I would use this response as my own.,1,,P04
7,1,1. I am in control of what my avatar says,5,,P04
7,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P04
7,3,3. My avatar's speech just happen without my intention,4,,P04
7,4,4. I am the author of my avatar's speech,1,,P04
7,5,5. Things my avatar says are subject only to my free will,5,,P04
7,6,6. Nothing my avatar says is actually voluntary,3,,P04
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P04
7,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P04
7,9,9. I would use this response as my own.,1,,P04
8,1,1. I am in control of what my avatar says,1,,P04
8,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P04
8,3,3. My avatar's speech just happen without my intention,7,,P04
8,4,4. I am the author of my avatar's speech,1,,P04
8,5,5. Things my avatar says are subject only to my free will,2,,P04
8,6,6. Nothing my avatar says is actually voluntary,3,,P04
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P04
8,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P04
8,9,9. I would use this response as my own.,1,,P04
9,1,1. I am in control of what my avatar says,6,,P04
9,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P04
9,3,3. My avatar's speech just happen without my intention,2,,P04
9,4,4. I am the author of my avatar's speech,3,,P04
9,5,5. Things my avatar says are subject only to my free will,5,,P04
9,6,6. Nothing my avatar says is actually voluntary,5,,P04
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P04
9,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P04
9,9,9. I would use this response as my own.,5,,P04
10,1,1. I am in control of what my avatar says,6,,P04
10,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P04
10,3,3. My avatar's speech just happen without my intention,2,,P04
10,4,4. I am the author of my avatar's speech,3,,P04
10,5,5. Things my avatar says are subject only to my free will,5,,P04
10,6,6. Nothing my avatar says is actually voluntary,5,,P04
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P04
10,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P04
10,9,9. I would use this response as my own.,6,,P04
11,1,1. I am in control of what my avatar says,6,,P04
11,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P04
11,3,3. My avatar's speech just happen without my intention,2,,P04
11,4,4. I am the author of my avatar's speech,4,,P04
11,5,5. Things my avatar says are subject only to my free will,5,,P04
11,6,6. Nothing my avatar says is actually voluntary,5,,P04
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P04
11,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P04
11,9,9. I would use this response as my own.,6,,P04
12,1,1. I am in control of what my avatar says,1,,P04
12,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P04
12,3,3. My avatar's speech just happen without my intention,1,,P04
12,4,4. I am the author of my avatar's speech,1,,P04
12,5,5. Things my avatar says are subject only to my free will,1,,P04
12,6,6. Nothing my avatar says is actually voluntary,1,,P04
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P04
12,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P04
12,9,9. I would use this response as my own.,1,,P04
1,1,1. I am in control of what my avatar says,2,,P22
1,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P22
1,3,3. My avatar's speech just happen without my intention,4,,P22
1,4,4. I am the author of my avatar's speech,2,,P22
1,5,5. Things my avatar says are subject only to my free will,4,,P22
1,6,6. Nothing my avatar says is actually voluntary,5,,P22
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P22
1,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P22
1,9,9. I would use this response as my own.,5,,P22
2,1,1. I am in control of what my avatar says,3,,P22
2,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P22
2,3,3. My avatar's speech just happen without my intention,4,,P22
2,4,4. I am the author of my avatar's speech,3,,P22
2,5,5. Things my avatar says are subject only to my free will,3,,P22
2,6,6. Nothing my avatar says is actually voluntary,5,,P22
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P22
2,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22
2,9,9. I would use this response as my own.,4,,P22
3,1,1. I am in control of what my avatar says,5,,P22
3,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P22
3,3,3. My avatar's speech just happen without my intention,3,,P22
3,4,4. I am the author of my avatar's speech,5,,P22
3,5,5. Things my avatar says are subject only to my free will,4,,P22
3,6,6. Nothing my avatar says is actually voluntary,3,,P22
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P22
3,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22
3,9,9. I would use this response as my own.,6,,P22
4,1,1. I am in control of what my avatar says,5,,P22
4,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P22
4,3,3. My avatar's speech just happen without my intention,3,,P22
4,4,4. I am the author of my avatar's speech,4,,P22
4,5,5. Things my avatar says are subject only to my free will,3,,P22
4,6,6. Nothing my avatar says is actually voluntary,4,,P22
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P22
4,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P22
4,9,9. I would use this response as my own.,6,,P22
5,1,1. I am in control of what my avatar says,2,,P22
5,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P22
5,3,3. My avatar's speech just happen without my intention,5,,P22
5,4,4. I am the author of my avatar's speech,2,,P22
5,5,5. Things my avatar says are subject only to my free will,3,,P22
5,6,6. Nothing my avatar says is actually voluntary,5,,P22
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P22
5,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22
5,9,9. I would use this response as my own.,2,,P22
6,1,1. I am in control of what my avatar says,5,,P22
6,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P22
6,3,3. My avatar's speech just happen without my intention,4,,P22
6,4,4. I am the author of my avatar's speech,4,,P22
6,5,5. Things my avatar says are subject only to my free will,4,,P22
6,6,6. Nothing my avatar says is actually voluntary,3,,P22
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P22
6,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22
6,9,9. I would use this response as my own.,7,,P22
7,1,1. I am in control of what my avatar says,4,,P22
7,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P22
7,3,3. My avatar's speech just happen without my intention,3,,P22
7,4,4. I am the author of my avatar's speech,4,,P22
7,5,5. Things my avatar says are subject only to my free will,4,,P22
7,6,6. Nothing my avatar says is actually voluntary,3,,P22
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P22
7,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P22
7,9,9. I would use this response as my own.,5,,P22
8,1,1. I am in control of what my avatar says,2,,P22
8,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P22
8,3,3. My avatar's speech just happen without my intention,4,,P22
8,4,4. I am the author of my avatar's speech,2,,P22
8,5,5. Things my avatar says are subject only to my free will,4,,P22
8,6,6. Nothing my avatar says is actually voluntary,4,,P22
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P22
8,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22
8,9,9. I would use this response as my own.,4,,P22
9,1,1. I am in control of what my avatar says,3,,P22
9,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P22
9,3,3. My avatar's speech just happen without my intention,4,,P22
9,4,4. I am the author of my avatar's speech,3,,P22
9,5,5. Things my avatar says are subject only to my free will,4,,P22
9,6,6. Nothing my avatar says is actually voluntary,3,,P22
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P22
9,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22
9,9,9. I would use this response as my own.,4,,P22
10,1,1. I am in control of what my avatar says,5,,P22
10,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P22
10,3,3. My avatar's speech just happen without my intention,4,,P22
10,4,4. I am the author of my avatar's speech,6,,P22
10,5,5. Things my avatar says are subject only to my free will,4,,P22
10,6,6. Nothing my avatar says is actually voluntary,4,,P22
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P22
10,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22
10,9,9. I would use this response as my own.,8,,P22
11,1,1. I am in control of what my avatar says,1,,P22
11,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P22
11,3,3. My avatar's speech just happen without my intention,5,,P22
11,4,4. I am the author of my avatar's speech,2,,P22
11,5,5. Things my avatar says are subject only to my free will,4,,P22
11,6,6. Nothing my avatar says is actually voluntary,5,,P22
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P22
11,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22
11,9,9. I would use this response as my own.,2,,P22
12,1,1. I am in control of what my avatar says,5,,P22
12,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P22
12,3,3. My avatar's speech just happen without my intention,5,,P22
12,4,4. I am the author of my avatar's speech,3,,P22
12,5,5. Things my avatar says are subject only to my free will,4,,P22
12,6,6. Nothing my avatar says is actually voluntary,4,,P22
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P22
12,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22
12,9,9. I would use this response as my own.,4,,P22
1,1,1. I am in control of what my avatar says,2,,P25
1,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P25
1,3,3. My avatar's speech just happen without my intention,7,,P25
1,4,4. I am the author of my avatar's speech,3,,P25
1,5,5. Things my avatar says are subject only to my free will,2,,P25
1,6,6. Nothing my avatar says is actually voluntary,2,,P25
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P25
1,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P25
1,9,9. I would use this response as my own.,2,,P25
2,1,1. I am in control of what my avatar says,4,,P25
2,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P25
2,3,3. My avatar's speech just happen without my intention,5,,P25
2,4,4. I am the author of my avatar's speech,4,,P25
2,5,5. Things my avatar says are subject only to my free will,2,,P25
2,6,6. Nothing my avatar says is actually voluntary,5,,P25
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P25
2,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P25
2,9,9. I would use this response as my own.,7,,P25
3,1,1. I am in control of what my avatar says,4,,P25
3,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P25
3,3,3. My avatar's speech just happen without my intention,3,,P25
3,4,4. I am the author of my avatar's speech,5,,P25
3,5,5. Things my avatar says are subject only to my free will,3,,P25
3,6,6. Nothing my avatar says is actually voluntary,5,,P25
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P25
3,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P25
3,9,9. I would use this response as my own.,6,,P25
4,1,1. I am in control of what my avatar says,5,,P25
4,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P25
4,3,3. My avatar's speech just happen without my intention,3,,P25
4,4,4. I am the author of my avatar's speech,6,,P25
4,5,5. Things my avatar says are subject only to my free will,6,,P25
4,6,6. Nothing my avatar says is actually voluntary,6,,P25
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P25
4,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P25
4,9,9. I would use this response as my own.,9,,P25
5,1,1. I am in control of what my avatar says,4,,P25
5,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P25
5,3,3. My avatar's speech just happen without my intention,5,,P25
5,4,4. I am the author of my avatar's speech,4,,P25
5,5,5. Things my avatar says are subject only to my free will,4,,P25
5,6,6. Nothing my avatar says is actually voluntary,2,,P25
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P25
5,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P25
5,9,9. I would use this response as my own.,7,,P25
6,1,1. I am in control of what my avatar says,1,,P25
6,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P25
6,3,3. My avatar's speech just happen without my intention,6,,P25
6,4,4. I am the author of my avatar's speech,2,,P25
6,5,5. Things my avatar says are subject only to my free will,2,,P25
6,6,6. Nothing my avatar says is actually voluntary,2,,P25
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P25
6,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P25
6,9,9. I would use this response as my own.,4,,P25
7,1,1. I am in control of what my avatar says,1,,P25
7,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P25
7,3,3. My avatar's speech just happen without my intention,7,,P25
7,4,4. I am the author of my avatar's speech,2,,P25
7,5,5. Things my avatar says are subject only to my free will,2,,P25
7,6,6. Nothing my avatar says is actually voluntary,1,,P25
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P25
7,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P25
7,9,9. I would use this response as my own.,2,,P25
8,1,1. I am in control of what my avatar says,5,,P25
8,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P25
8,3,3. My avatar's speech just happen without my intention,5,,P25
8,4,4. I am the author of my avatar's speech,5,,P25
8,5,5. Things my avatar says are subject only to my free will,3,,P25
8,6,6. Nothing my avatar says is actually voluntary,3,,P25
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P25
8,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P25
8,9,9. I would use this response as my own.,9,,P25
9,1,1. I am in control of what my avatar says,1,,P25
9,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P25
9,3,3. My avatar's speech just happen without my intention,1,,P25
9,4,4. I am the author of my avatar's speech,1,,P25
9,5,5. Things my avatar says are subject only to my free will,1,,P25
9,6,6. Nothing my avatar says is actually voluntary,1,,P25
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P25
9,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P25
9,9,9. I would use this response as my own.,1,,P25
10,1,1. I am in control of what my avatar says,1,,P25
10,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P25
10,3,3. My avatar's speech just happen without my intention,7,,P25
10,4,4. I am the author of my avatar's speech,1,,P25
10,5,5. Things my avatar says are subject only to my free will,1,,P25
10,6,6. Nothing my avatar says is actually voluntary,1,,P25
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P25
10,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P25
10,9,9. I would use this response as my own.,1,,P25
11,1,1. I am in control of what my avatar says,3,,P25
11,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P25
11,3,3. My avatar's speech just happen without my intention,4,,P25
11,4,4. I am the author of my avatar's speech,5,,P25
11,5,5. Things my avatar says are subject only to my free will,5,,P25
11,6,6. Nothing my avatar says is actually voluntary,4,,P25
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P25
11,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P25
11,9,9. I would use this response as my own.,6,,P25
12,1,1. I am in control of what my avatar says,6,,P25
12,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P25
12,3,3. My avatar's speech just happen without my intention,1,,P25
12,4,4. I am the author of my avatar's speech,6,,P25
12,5,5. Things my avatar says are subject only to my free will,6,,P25
12,6,6. Nothing my avatar says is actually voluntary,6,,P25
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P25
12,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P25
12,9,9. I would use this response as my own.,10,,P25
1,1,1. I am in control of what my avatar says,2,,P13
1,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P13
1,3,3. My avatar's speech just happen without my intention,6,,P13
1,4,4. I am the author of my avatar's speech,1,,P13
1,5,5. Things my avatar says are subject only to my free will,4,,P13
1,6,6. Nothing my avatar says is actually voluntary,4,,P13
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P13
1,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P13
1,9,9. I would use this response as my own.,5,,P13
2,1,1. I am in control of what my avatar says,3,,P13
2,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P13
2,3,3. My avatar's speech just happen without my intention,5,,P13
2,4,4. I am the author of my avatar's speech,3,,P13
2,5,5. Things my avatar says are subject only to my free will,2,,P13
2,6,6. Nothing my avatar says is actually voluntary,4,,P13
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P13
2,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P13
2,9,9. I would use this response as my own.,3,,P13
3,1,1. I am in control of what my avatar says,5,,P13
3,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P13
3,3,3. My avatar's speech just happen without my intention,2,,P13
3,4,4. I am the author of my avatar's speech,6,,P13
3,5,5. Things my avatar says are subject only to my free will,4,,P13
3,6,6. Nothing my avatar says is actually voluntary,3,,P13
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P13
3,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P13
3,9,9. I would use this response as my own.,8,,P13
4,1,1. I am in control of what my avatar says,1,,P13
4,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P13
4,3,3. My avatar's speech just happen without my intention,7,,P13
4,4,4. I am the author of my avatar's speech,2,,P13
4,5,5. Things my avatar says are subject only to my free will,1,,P13
4,6,6. Nothing my avatar says is actually voluntary,2,,P13
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P13
4,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P13
4,9,9. I would use this response as my own.,2,,P13
5,1,1. I am in control of what my avatar says,2,,P13
5,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P13
5,3,3. My avatar's speech just happen without my intention,7,,P13
5,4,4. I am the author of my avatar's speech,4,,P13
5,5,5. Things my avatar says are subject only to my free will,1,,P13
5,6,6. Nothing my avatar says is actually voluntary,1,,P13
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P13
5,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P13
5,9,9. I would use this response as my own.,7,,P13
6,1,1. I am in control of what my avatar says,7,,P13
6,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P13
6,3,3. My avatar's speech just happen without my intention,1,,P13
6,4,4. I am the author of my avatar's speech,7,,P13
6,5,5. Things my avatar says are subject only to my free will,4,,P13
6,6,6. Nothing my avatar says is actually voluntary,2,,P13
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P13
6,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P13
6,9,9. I would use this response as my own.,10,,P13
7,1,1. I am in control of what my avatar says,7,,P13
7,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P13
7,3,3. My avatar's speech just happen without my intention,7,,P13
7,4,4. I am the author of my avatar's speech,5,,P13
7,5,5. Things my avatar says are subject only to my free will,1,,P13
7,6,6. Nothing my avatar says is actually voluntary,2,,P13
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P13
7,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P13
7,9,9. I would use this response as my own.,8,,P13
8,1,1. I am in control of what my avatar says,1,,P13
8,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P13
8,3,3. My avatar's speech just happen without my intention,7,,P13
8,4,4. I am the author of my avatar's speech,1,,P13
8,5,5. Things my avatar says are subject only to my free will,1,,P13
8,6,6. Nothing my avatar says is actually voluntary,1,,P13
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P13
8,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P13
8,9,9. I would use this response as my own.,1,,P13
9,1,1. I am in control of what my avatar says,1,,P13
9,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P13
9,3,3. My avatar's speech just happen without my intention,1,,P13
9,4,4. I am the author of my avatar's speech,1,,P13
9,5,5. Things my avatar says are subject only to my free will,1,,P13
9,6,6. Nothing my avatar says is actually voluntary,1,,P13
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P13
9,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P13
9,9,9. I would use this response as my own.,1,,P13
10,1,1. I am in control of what my avatar says,1,,P13
10,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P13
10,3,3. My avatar's speech just happen without my intention,1,,P13
10,4,4. I am the author of my avatar's speech,1,,P13
10,5,5. Things my avatar says are subject only to my free will,1,,P13
10,6,6. Nothing my avatar says is actually voluntary,4,,P13
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P13
10,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P13
10,9,9. I would use this response as my own.,3,,P13
11,1,1. I am in control of what my avatar says,1,,P13
11,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P13
11,3,3. My avatar's speech just happen without my intention,7,,P13
11,4,4. I am the author of my avatar's speech,3,,P13
11,5,5. Things my avatar says are subject only to my free will,1,,P13
11,6,6. Nothing my avatar says is actually voluntary,1,,P13
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P13
11,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P13
11,9,9. I would use this response as my own.,7,,P13
12,1,1. I am in control of what my avatar says,1,,P13
12,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P13
12,3,3. My avatar's speech just happen without my intention,7,,P13
12,4,4. I am the author of my avatar's speech,2,,P13
12,5,5. Things my avatar says are subject only to my free will,1,,P13
12,6,6. Nothing my avatar says is actually voluntary,1,,P13
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P13
