trial,question_index,question_text,answer_index,answer_text,pp,condition,voice_id,scene_id
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P03,counter,clone,5
2,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P03,counter,clone,5
2,9,9. I would use this response as my own.,5,,P03,counter,clone,5
3,1,1. I am in control of what my avatar says,6,,P03,repeat,clone,7
3,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P03,repeat,clone,7
3,3,3. My avatar's speech just happen without my intention,2,,P03,repeat,clone,7
3,4,4. I am the author of my avatar's speech,7,,P03,repeat,clone,7
3,5,5. Things my avatar says are subject only to my free will,5,,P03,repeat,clone,7
3,6,6. Nothing my avatar says is actually voluntary,1,,P03,repeat,clone,7
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P03,repeat,clone,7
3,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P03,repeat,clone,7
3,9,9. I would use this response as my own.,8,,P03,repeat,clone,7
4,1,1. I am in control of what my avatar says,4,,P03,enhance,clone,9
4,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P03,enhance,clone,9
4,3,3. My avatar's speech just happen without my intention,1,,P03,enhance,clone,9
4,4,4. I am the author of my avatar's speech,7,,P03,enhance,clone,9
4,5,5. Things my avatar says are subject only to my free will,4,,P03,enhance,clone,9
4,6,6. Nothing my avatar says is actually voluntary,1,,P03,enhance,clone,9
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P03,enhance,clone,9
4,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P03,enhance,clone,9
4,9,9. I would use this response as my own.,6,,P03,enhance,clone,9
5,1,1. I am in control of what my avatar says,3,,P03,counter,clone,11
5,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P03,counter,clone,11
5,3,3. My avatar's speech just happen without my intention,5,,P03,counter,clone,11
5,4,4. I am the author of my avatar's speech,6,,P03,counter,clone,11
5,5,5. Things my avatar says are subject only to my free will,4,,P03,counter,clone,11
5,6,6. Nothing my avatar says is actually voluntary,1,,P03,counter,clone,11
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P03,counter,clone,11
5,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P03,counter,clone,11
5,9,9. I would use this response as my own.,4,,P03,counter,clone,11
6,1,1. I am in control of what my avatar says,4,,P03,repeat,clone,1
6,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P03,repeat,clone,1
6,3,3. My avatar's speech just happen without my intention,4,,P03,repeat,clone,1
6,4,4. I am the author of my avatar's speech,7,,P03,repeat,clone,1
6,5,5. Things my avatar says are subject only to my free will,4,,P03,repeat,clone,1
6,6,6. Nothing my avatar says is actually voluntary,1,,P03,repeat,clone,1
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P03,repeat,clone,1
6,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P03,repeat,clone,1
6,9,9. I would use this response as my own.,5,,P03,repeat,clone,1
7,1,1. I am in control of what my avatar says,5,,P03,repeat,robotic,4
7,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P03,repeat,robotic,4
7,3,3. My avatar's speech just happen without my intention,3,,P03,repeat,robotic,4
7,4,4. I am the author of my avatar's speech,7,,P03,repeat,robotic,4
7,5,5. Things my avatar says are subject only to my free will,4,,P03,repeat,robotic,4
7,6,6. Nothing my avatar says is actually voluntary,1,,P03,repeat,robotic,4
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P03,repeat,robotic,4
7,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P03,repeat,robotic,4
7,9,9. I would use this response as my own.,7,,P03,repeat,robotic,4
8,1,1. I am in control of what my avatar says,3,,P03,counter,robotic,6
8,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P03,counter,robotic,6
8,3,3. My avatar's speech just happen without my intention,4,,P03,counter,robotic,6
8,4,4. I am the author of my avatar's speech,5,,P03,counter,robotic,6
8,5,5. Things my avatar says are subject only to my free will,3,,P03,counter,robotic,6
8,6,6. Nothing my avatar says is actually voluntary,1,,P03,counter,robotic,6
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P03,counter,robotic,6
8,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P03,counter,robotic,6
8,9,9. I would use this response as my own.,4,,P03,counter,robotic,6
9,1,1. I am in control of what my avatar says,3,,P03,enhance,robotic,8
9,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P03,enhance,robotic,8
9,3,3. My avatar's speech just happen without my intention,5,,P03,enhance,robotic,8
9,4,4. I am the author of my avatar's speech,7,,P03,enhance,robotic,8
9,5,5. Things my avatar says are subject only to my free will,4,,P03,enhance,robotic,8
9,6,6. Nothing my avatar says is actually voluntary,1,,P03,enhance,robotic,8
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P03,enhance,robotic,8
9,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P03,enhance,robotic,8
9,9,9. I would use this response as my own.,4,,P03,enhance,robotic,8
10,1,1. I am in control of what my avatar says,3,,P03,repeat,robotic,10
10,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P03,repeat,robotic,10
10,3,3. My avatar's speech just happen without my intention,3,,P03,repeat,robotic,10
10,4,4. I am the author of my avatar's speech,7,,P03,repeat,robotic,10
10,5,5. Things my avatar says are subject only to my free will,5,,P03,repeat,robotic,10
10,6,6. Nothing my avatar says is actually voluntary,1,,P03,repeat,robotic,10
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P03,repeat,robotic,10
10,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P03,repeat,robotic,10
10,9,9. I would use this response as my own.,6,,P03,repeat,robotic,10
11,1,1. I am in control of what my avatar says,1,,P03,counter,robotic,12
11,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P03,counter,robotic,12
11,3,3. My avatar's speech just happen without my intention,5,,P03,counter,robotic,12
11,4,4. I am the author of my avatar's speech,4,,P03,counter,robotic,12
11,5,5. Things my avatar says are subject only to my free will,3,,P03,counter,robotic,12
11,6,6. Nothing my avatar says is actually voluntary,1,,P03,counter,robotic,12
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P03,counter,robotic,12
11,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P03,counter,robotic,12
11,9,9. I would use this response as my own.,2,,P03,counter,robotic,12
12,1,1. I am in control of what my avatar says,4,,P03,enhance,robotic,2
12,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P03,enhance,robotic,2
12,3,3. My avatar's speech just happen without my intention,3,,P03,enhance,robotic,2
12,4,4. I am the author of my avatar's speech,7,,P03,enhance,robotic,2
12,5,5. Things my avatar says are subject only to my free will,3,,P03,enhance,robotic,2
12,6,6. Nothing my avatar says is actually voluntary,1,,P03,enhance,robotic,2
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P03,enhance,robotic,2
12,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P03,enhance,robotic,2
12,9,9. I would use this response as my own.,7,,P03,enhance,robotic,2
1,1,1. I am in control of what my avatar says,3,,P04,enhance,clone,4
1,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P04,enhance,clone,4
1,3,3. My avatar's speech just happen without my intention,3,,P04,enhance,clone,4
1,4,4. I am the author of my avatar's speech,1,,P04,enhance,clone,4
1,5,5. Things my avatar says are subject only to my free will,4,,P04,enhance,clone,4
1,6,6. Nothing my avatar says is actually voluntary,3,,P04,enhance,clone,4
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P04,enhance,clone,4
1,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P04,enhance,clone,4
1,9,9. I would use this response as my own.,6,,P04,enhance,clone,4
2,1,1. I am in control of what my avatar says,2,,P04,counter,clone,6
2,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P04,counter,clone,6
2,3,3. My avatar's speech just happen without my intention,4,,P04,counter,clone,6
2,4,4. I am the author of my avatar's speech,1,,P04,counter,clone,6
2,5,5. Things my avatar says are subject only to my free will,3,,P04,counter,clone,6
2,6,6. Nothing my avatar says is actually voluntary,3,,P04,counter,clone,6
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P04,counter,clone,6
2,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P04,counter,clone,6
2,9,9. I would use this response as my own.,1,,P04,counter,clone,6
3,1,1. I am in control of what my avatar says,3,,P04,repeat,clone,8
3,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P04,repeat,clone,8
3,3,3. My avatar's speech just happen without my intention,3,,P04,repeat,clone,8
3,4,4. I am the author of my avatar's speech,1,,P04,repeat,clone,8
3,5,5. Things my avatar says are subject only to my free will,5,,P04,repeat,clone,8
3,6,6. Nothing my avatar says is actually voluntary,2,,P04,repeat,clone,8
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P04,repeat,clone,8
3,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P04,repeat,clone,8
3,9,9. I would use this response as my own.,3,,P04,repeat,clone,8
4,1,1. I am in control of what my avatar says,5,,P04,enhance,clone,10
4,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P04,enhance,clone,10
4,3,3. My avatar's speech just happen without my intention,4,,P04,enhance,clone,10
4,4,4. I am the author of my avatar's speech,2,,P04,enhance,clone,10
4,5,5. Things my avatar says are subject only to my free will,4,,P04,enhance,clone,10
4,6,6. Nothing my avatar says is actually voluntary,3,,P04,enhance,clone,10
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P04,enhance,clone,10
4,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P04,enhance,clone,10
4,9,9. I would use this response as my own.,5,,P04,enhance,clone,10
5,1,1. I am in control of what my avatar says,3,,P04,counter,clone,12
5,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P04,counter,clone,12
5,3,3. My avatar's speech just happen without my intention,3,,P04,counter,clone,12
5,4,4. I am the author of my avatar's speech,1,,P04,counter,clone,12
5,5,5. Things my avatar says are subject only to my free will,4,,P04,counter,clone,12
5,6,6. Nothing my avatar says is actually voluntary,1,,P04,counter,clone,12
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P04,counter,clone,12
5,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P04,counter,clone,12
5,9,9. I would use this response as my own.,7,,P04,counter,clone,12
6,1,1. I am in control of what my avatar says,1,,P04,repeat,clone,2
6,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P04,repeat,clone,2
6,3,3. My avatar's speech just happen without my intention,6,,P04,repeat,clone,2
6,4,4. I am the author of my avatar's speech,1,,P04,repeat,clone,2
6,5,5. Things my avatar says are subject only to my free will,3,,P04,repeat,clone,2
6,6,6. Nothing my avatar says is actually voluntary,5,,P04,repeat,clone,2
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P04,repeat,clone,2
6,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P04,repeat,clone,2
6,9,9. I would use this response as my own.,1,,P04,repeat,clone,2
7,1,1. I am in control of what my avatar says,5,,P04,repeat,robotic,3
7,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P04,repeat,robotic,3
7,3,3. My avatar's speech just happen without my intention,4,,P04,repeat,robotic,3
7,4,4. I am the author of my avatar's speech,1,,P04,repeat,robotic,3
7,5,5. Things my avatar says are subject only to my free will,5,,P04,repeat,robotic,3
7,6,6. Nothing my avatar says is actually voluntary,3,,P04,repeat,robotic,3
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P04,repeat,robotic,3
7,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P04,repeat,robotic,3
7,9,9. I would use this response as my own.,1,,P04,repeat,robotic,3
8,1,1. I am in control of what my avatar says,1,,P04,counter,robotic,5
8,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P04,counter,robotic,5
8,3,3. My avatar's speech just happen without my intention,7,,P04,counter,robotic,5
8,4,4. I am the author of my avatar's speech,1,,P04,counter,robotic,5
8,5,5. Things my avatar says are subject only to my free will,2,,P04,counter,robotic,5
8,6,6. Nothing my avatar says is actually voluntary,3,,P04,counter,robotic,5
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P04,counter,robotic,5
8,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P04,counter,robotic,5
8,9,9. I would use this response as my own.,1,,P04,counter,robotic,5
9,1,1. I am in control of what my avatar says,6,,P04,enhance,robotic,7
9,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P04,enhance,robotic,7
9,3,3. My avatar's speech just happen without my intention,2,,P04,enhance,robotic,7
9,4,4. I am the author of my avatar's speech,3,,P04,enhance,robotic,7
9,5,5. Things my avatar says are subject only to my free will,5,,P04,enhance,robotic,7
9,6,6. Nothing my avatar says is actually voluntary,5,,P04,enhance,robotic,7
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P04,enhance,robotic,7
9,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P04,enhance,robotic,7
9,9,9. I would use this response as my own.,5,,P04,enhance,robotic,7
10,1,1. I am in control of what my avatar says,6,,P04,repeat,robotic,9
10,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P04,repeat,robotic,9
10,3,3. My avatar's speech just happen without my intention,2,,P04,repeat,robotic,9
10,4,4. I am the author of my avatar's speech,3,,P04,repeat,robotic,9
10,5,5. Things my avatar says are subject only to my free will,5,,P04,repeat,robotic,9
10,6,6. Nothing my avatar says is actually voluntary,5,,P04,repeat,robotic,9
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P04,repeat,robotic,9
10,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P04,repeat,robotic,9
10,9,9. I would use this response as my own.,6,,P04,repeat,robotic,9
11,1,1. I am in control of what my avatar says,6,,P04,counter,robotic,11
11,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P04,counter,robotic,11
11,3,3. My avatar's speech just happen without my intention,2,,P04,counter,robotic,11
11,4,4. I am the author of my avatar's speech,4,,P04,counter,robotic,11
11,5,5. Things my avatar says are subject only to my free will,5,,P04,counter,robotic,11
11,6,6. Nothing my avatar says is actually voluntary,5,,P04,counter,robotic,11
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P04,counter,robotic,11
11,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P04,counter,robotic,11
11,9,9. I would use this response as my own.,6,,P04,counter,robotic,11
1,1,1. I am in control of what my avatar says,2,,P22,enhance,robotic,10
1,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P22,enhance,robotic,10
1,3,3. My avatar's speech just happen without my intention,4,,P22,enhance,robotic,10
1,4,4. I am the author of my avatar's speech,2,,P22,enhance,robotic,10
1,5,5. Things my avatar says are subject only to my free will,4,,P22,enhance,robotic,10
1,6,6. Nothing my avatar says is actually voluntary,5,,P22,enhance,robotic,10
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P22,enhance,robotic,10
1,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P22,enhance,robotic,10
1,9,9. I would use this response as my own.,5,,P22,enhance,robotic,10
2,1,1. I am in control of what my avatar says,3,,P22,counter,robotic,12
2,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P22,counter,robotic,12
2,3,3. My avatar's speech just happen without my intention,4,,P22,counter,robotic,12
2,4,4. I am the author of my avatar's speech,3,,P22,counter,robotic,12
2,5,5. Things my avatar says are subject only to my free will,3,,P22,counter,robotic,12
2,6,6. Nothing my avatar says is actually voluntary,5,,P22,counter,robotic,12
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P22,counter,robotic,12
2,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22,counter,robotic,12
2,9,9. I would use this response as my own.,4,,P22,counter,robotic,12
3,1,1. I am in control of what my avatar says,5,,P22,repeat,robotic,2
3,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P22,repeat,robotic,2
3,3,3. My avatar's speech just happen without my intention,3,,P22,repeat,robotic,2
3,4,4. I am the author of my avatar's speech,5,,P22,repeat,robotic,2
3,5,5. Things my avatar says are subject only to my free will,4,,P22,repeat,robotic,2
3,6,6. Nothing my avatar says is actually voluntary,3,,P22,repeat,robotic,2
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P22,repeat,robotic,2
3,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22,repeat,robotic,2
3,9,9. I would use this response as my own.,6,,P22,repeat,robotic,2
4,1,1. I am in control of what my avatar says,5,,P22,enhance,robotic,4
4,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P22,enhance,robotic,4
4,3,3. My avatar's speech just happen without my intention,3,,P22,enhance,robotic,4
4,4,4. I am the author of my avatar's speech,4,,P22,enhance,robotic,4
4,5,5. Things my avatar says are subject only to my free will,3,,P22,enhance,robotic,4
4,6,6. Nothing my avatar says is actually voluntary,4,,P22,enhance,robotic,4
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P22,enhance,robotic,4
4,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P22,enhance,robotic,4
4,9,9. I would use this response as my own.,6,,P22,enhance,robotic,4
5,1,1. I am in control of what my avatar says,2,,P22,counter,robotic,6
5,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P22,counter,robotic,6
5,3,3. My avatar's speech just happen without my intention,5,,P22,counter,robotic,6
5,4,4. I am the author of my avatar's speech,2,,P22,counter,robotic,6
5,5,5. Things my avatar says are subject only to my free will,3,,P22,counter,robotic,6
5,6,6. Nothing my avatar says is actually voluntary,5,,P22,counter,robotic,6
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P22,counter,robotic,6
5,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22,counter,robotic,6
5,9,9. I would use this response as my own.,2,,P22,counter,robotic,6
6,1,1. I am in control of what my avatar says,5,,P22,repeat,robotic,8
6,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P22,repeat,robotic,8
6,3,3. My avatar's speech just happen without my intention,4,,P22,repeat,robotic,8
6,4,4. I am the author of my avatar's speech,4,,P22,repeat,robotic,8
6,5,5. Things my avatar says are subject only to my free will,4,,P22,repeat,robotic,8
6,6,6. Nothing my avatar says is actually voluntary,3,,P22,repeat,robotic,8
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P22,repeat,robotic,8
6,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22,repeat,robotic,8
6,9,9. I would use this response as my own.,7,,P22,repeat,robotic,8
7,1,1. I am in control of what my avatar says,4,,P22,repeat,clone,9
7,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P22,repeat,clone,9
7,3,3. My avatar's speech just happen without my intention,3,,P22,repeat,clone,9
7,4,4. I am the author of my avatar's speech,4,,P22,repeat,clone,9
7,5,5. Things my avatar says are subject only to my free will,4,,P22,repeat,clone,9
7,6,6. Nothing my avatar says is actually voluntary,3,,P22,repeat,clone,9
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P22,repeat,clone,9
7,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P22,repeat,clone,9
7,9,9. I would use this response as my own.,5,,P22,repeat,clone,9
8,1,1. I am in control of what my avatar says,2,,P22,counter,clone,11
8,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P22,counter,clone,11
8,3,3. My avatar's speech just happen without my intention,4,,P22,counter,clone,11
8,4,4. I am the author of my avatar's speech,2,,P22,counter,clone,11
8,5,5. Things my avatar says are subject only to my free will,4,,P22,counter,clone,11
8,6,6. Nothing my avatar says is actually voluntary,4,,P22,counter,clone,11
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P22,counter,clone,11
8,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22,counter,clone,11
8,9,9. I would use this response as my own.,4,,P22,counter,clone,11
9,1,1. I am in control of what my avatar says,3,,P22,enhance,clone,1
9,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P22,enhance,clone,1
9,3,3. My avatar's speech just happen without my intention,4,,P22,enhance,clone,1
9,4,4. I am the author of my avatar's speech,3,,P22,enhance,clone,1
9,5,5. Things my avatar says are subject only to my free will,4,,P22,enhance,clone,1
9,6,6. Nothing my avatar says is actually voluntary,3,,P22,enhance,clone,1
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P22,enhance,clone,1
9,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22,enhance,clone,1
9,9,9. I would use this response as my own.,4,,P22,enhance,clone,1
10,1,1. I am in control of what my avatar says,5,,P22,repeat,clone,3
10,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P22,repeat,clone,3
10,3,3. My avatar's speech just happen without my intention,4,,P22,repeat,clone,3
10,4,4. I am the author of my avatar's speech,6,,P22,repeat,clone,3
10,5,5. Things my avatar says are subject only to my free will,4,,P22,repeat,clone,3
10,6,6. Nothing my avatar says is actually voluntary,4,,P22,repeat,clone,3
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P22,repeat,clone,3
10,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22,repeat,clone,3
10,9,9. I would use this response as my own.,8,,P22,repeat,clone,3
11,1,1. I am in control of what my avatar says,1,,P22,counter,clone,5
11,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P22,counter,clone,5
11,3,3. My avatar's speech just happen without my intention,5,,P22,counter,clone,5
11,4,4. I am the author of my avatar's speech,2,,P22,counter,clone,5
11,5,5. Things my avatar says are subject only to my free will,4,,P22,counter,clone,5
11,6,6. Nothing my avatar says is actually voluntary,5,,P22,counter,clone,5
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P22,counter,clone,5
11,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22,counter,clone,5
11,9,9. I would use this response as my own.,2,,P22,counter,clone,5
12,1,1. I am in control of what my avatar says,5,,P22,enhance,clone,7
12,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P22,enhance,clone,7
12,3,3. My avatar's speech just happen without my intention,5,,P22,enhance,clone,7
12,4,4. I am the author of my avatar's speech,3,,P22,enhance,clone,7
12,5,5. Things my avatar says are subject only to my free will,4,,P22,enhance,clone,7
12,6,6. Nothing my avatar says is actually voluntary,4,,P22,enhance,clone,7
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P22,enhance,clone,7
12,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P22,enhance,clone,7
12,9,9. I would use this response as my own.,4,,P22,enhance,clone,7
1,1,1. I am in control of what my avatar says,2,,P25,repeat,clone,1
1,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P25,repeat,clone,1
1,3,3. My avatar's speech just happen without my intention,7,,P25,repeat,clone,1
1,4,4. I am the author of my avatar's speech,3,,P25,repeat,clone,1
1,5,5. Things my avatar says are subject only to my free will,2,,P25,repeat,clone,1
1,6,6. Nothing my avatar says is actually voluntary,2,,P25,repeat,clone,1
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P25,repeat,clone,1
1,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P25,repeat,clone,1
1,9,9. I would use this response as my own.,2,,P25,repeat,clone,1
2,1,1. I am in control of what my avatar says,4,,P25,enhance,clone,3
2,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P25,enhance,clone,3
2,3,3. My avatar's speech just happen without my intention,5,,P25,enhance,clone,3
2,4,4. I am the author of my avatar's speech,4,,P25,enhance,clone,3
2,5,5. Things my avatar says are subject only to my free will,2,,P25,enhance,clone,3
2,6,6. Nothing my avatar says is actually voluntary,5,,P25,enhance,clone,3
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P25,enhance,clone,3
2,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P25,enhance,clone,3
2,9,9. I would use this response as my own.,7,,P25,enhance,clone,3
3,1,1. I am in control of what my avatar says,4,,P25,counter,clone,5
3,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P25,counter,clone,5
3,3,3. My avatar's speech just happen without my intention,3,,P25,counter,clone,5
3,4,4. I am the author of my avatar's speech,5,,P25,counter,clone,5
3,5,5. Things my avatar says are subject only to my free will,3,,P25,counter,clone,5
3,6,6. Nothing my avatar says is actually voluntary,5,,P25,counter,clone,5
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P25,counter,clone,5
3,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P25,counter,clone,5
3,9,9. I would use this response as my own.,6,,P25,counter,clone,5
4,1,1. I am in control of what my avatar says,5,,P25,repeat,clone,7
4,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P25,repeat,clone,7
4,3,3. My avatar's speech just happen without my intention,3,,P25,repeat,clone,7
4,4,4. I am the author of my avatar's speech,6,,P25,repeat,clone,7
4,5,5. Things my avatar says are subject only to my free will,6,,P25,repeat,clone,7
4,6,6. Nothing my avatar says is actually voluntary,6,,P25,repeat,clone,7
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P25,repeat,clone,7
4,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P25,repeat,clone,7
4,9,9. I would use this response as my own.,9,,P25,repeat,clone,7
5,1,1. I am in control of what my avatar says,4,,P25,enhance,clone,9
5,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P25,enhance,clone,9
5,3,3. My avatar's speech just happen without my intention,5,,P25,enhance,clone,9
5,4,4. I am the author of my avatar's speech,4,,P25,enhance,clone,9
5,5,5. Things my avatar says are subject only to my free will,4,,P25,enhance,clone,9
5,6,6. Nothing my avatar says is actually voluntary,2,,P25,enhance,clone,9
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P25,enhance,clone,9
5,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P25,enhance,clone,9
5,9,9. I would use this response as my own.,7,,P25,enhance,clone,9
6,1,1. I am in control of what my avatar says,1,,P25,counter,clone,11
6,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P25,counter,clone,11
6,3,3. My avatar's speech just happen without my intention,6,,P25,counter,clone,11
6,4,4. I am the author of my avatar's speech,2,,P25,counter,clone,11
6,5,5. Things my avatar says are subject only to my free will,2,,P25,counter,clone,11
6,6,6. Nothing my avatar says is actually voluntary,2,,P25,counter,clone,11
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P25,counter,clone,11
6,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P25,counter,clone,11
6,9,9. I would use this response as my own.,4,,P25,counter,clone,11
7,1,1. I am in control of what my avatar says,1,,P25,counter,robotic,2
7,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P25,counter,robotic,2
7,3,3. My avatar's speech just happen without my intention,7,,P25,counter,robotic,2
7,4,4. I am the author of my avatar's speech,2,,P25,counter,robotic,2
7,5,5. Things my avatar says are subject only to my free will,2,,P25,counter,robotic,2
7,6,6. Nothing my avatar says is actually voluntary,1,,P25,counter,robotic,2
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P25,counter,robotic,2
7,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P25,counter,robotic,2
7,9,9. I would use this response as my own.,2,,P25,counter,robotic,2
8,1,1. I am in control of what my avatar says,5,,P25,enhance,robotic,4
8,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P25,enhance,robotic,4
8,3,3. My avatar's speech just happen without my intention,5,,P25,enhance,robotic,4
8,4,4. I am the author of my avatar's speech,5,,P25,enhance,robotic,4
8,5,5. Things my avatar says are subject only to my free will,3,,P25,enhance,robotic,4
8,6,6. Nothing my avatar says is actually voluntary,3,,P25,enhance,robotic,4
